Student_ID,Name,Age,Gender,Interests,Strengths,Skills,Math,Physics,Chemistry,Biology,English,Computer_Science,History,Attendance_pct,Learning_Style,Average_Marks,Personality,Goals,Budget,Suggested_Career,Recommended_Course,Scholarship_Option
3575,Student_03575,21,Male,Arts,Creativity,Marketing,64,84,61,72,54,96,65,92.3,Visual,70.86,Ambivert,Get a good job,Medium,Mechanical Engineer,Graphic Design,National Merit Scholarship
3576,Student_03576,17,Female,Medicine,Logical Thinking,Drawing,88,49,95,93,42,74,64,94.5,Visual,72.14,Introvert,Get a good job,Low,Software Engineer,Math Foundations,Arts Talent Scholarship
3577,Student_03577,14,Other,Medicine,Creativity,Excel;Marketing;Public Speaking,75,52,97,58,73,75,44,87.8,Reading/Writing,67.71,Introvert,Higher studies,Medium,Civil Engineer,Graphic Design,National Merit Scholarship
3578,Student_03578,21,Other,Technology,Creativity,Marketing;UI Design,91,47,82,69,92,63,64,77.2,Reading/Writing,72.57,Introvert,Develop new skills,Low,Data Analyst,Data Science Intro,STEM Scholarship
3579,Student_03579,17,Other,Arts,Leadership,Python;Statistics,98,83,100,94,77,70,91,75.4,Visual,87.57,Introvert,Higher studies,Low,Mechanical Engineer,Graphic Design,National Merit Scholarship
3580,Student_03580,22,Female,Arts,Analysis,Public Speaking;Machine Learning;Python,95,84,61,82,44,86,47,84.8,Auditory,71.29,Ambivert,Get a good job,High,Software Engineer,Graphic Design,Arts Talent Scholarship
3581,Student_03581,22,Male,Medicine,Logical Thinking,Drawing;Excel,95,45,78,100,55,40,57,65.2,Visual,67.14,Introvert,Start a business,High,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
3582,Student_03582,16,Female,Sports,Problem Solving,SQL,68,96,65,62,95,66,71,96.9,Auditory,74.71,Extrovert,Get a good job,Low,Research Scientist,Biology 101,Arts Talent Scholarship
3583,Student_03583,14,Other,Sports,Leadership,Statistics;Python,46,100,83,76,62,91,96,83.2,Auditory,79.14,Introvert,Higher studies,Medium,Doctor,Math Foundations,Arts Talent Scholarship
3584,Student_03584,18,Female,Science,Logical Thinking,Java;UI Design;Statistics,94,62,76,80,51,84,48,65.4,Reading/Writing,70.71,Extrovert,Start a business,High,Mechanical Engineer,Python Basics,STEM Scholarship
3585,Student_03585,22,Male,Business,Communication,Excel;Statistics;Marketing,54,51,91,44,90,47,85,79.3,Kinesthetic,66.0,Extrovert,Develop new skills,High,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
3586,Student_03586,15,Other,Arts,Problem Solving,Machine Learning;Python;SQL,66,47,91,68,100,72,40,81.1,Visual,69.14,Introvert,Start a business,Low,Research Scientist,Math Foundations,Arts Talent Scholarship
3587,Student_03587,21,Male,Arts,Communication,Python,96,97,84,62,69,43,87,68.9,Kinesthetic,76.86,Ambivert,Start a business,High,Doctor,Graphic Design,Need-based Aid
3588,Student_03588,14,Female,Arts,Analysis,UI Design;Excel;Drawing,78,40,84,56,85,67,87,83.0,Visual,71.0,Introvert,Develop new skills,Low,Data Analyst,Math Foundations,STEM Scholarship
3589,Student_03589,21,Male,Arts,Logical Thinking,UI Design;Statistics,64,71,45,64,98,84,70,67.2,Reading/Writing,70.86,Introvert,Higher studies,Low,Teacher,Python Basics,National Merit Scholarship
3590,Student_03590,16,Female,Arts,Problem Solving,SQL,53,40,75,53,93,51,41,90.6,Visual,58.0,Extrovert,Higher studies,High,Data Analyst,Machine Learning Basics,STEM Scholarship
3591,Student_03591,22,Female,Maths,Communication,Statistics,83,44,85,96,73,78,50,69.2,Reading/Writing,72.71,Introvert,Get a good job,Low,Civil Engineer,Data Science Intro,Need-based Aid
3592,Student_03592,16,Other,Design,Analysis,Biology,98,100,87,42,59,49,94,69.3,Reading/Writing,75.57,Ambivert,Develop new skills,High,Software Engineer,Math Foundations,National Merit Scholarship
3593,Student_03593,14,Other,Design,Logical Thinking,Public Speaking;Excel;Java,58,50,85,69,96,69,87,61.4,Reading/Writing,73.43,Ambivert,Start a business,Low,Entrepreneur,Data Science Intro,National Merit Scholarship
3594,Student_03594,17,Other,Business,Communication,Biology,47,95,85,69,80,81,56,70.0,Kinesthetic,73.29,Ambivert,Get a good job,High,Entrepreneur,Graphic Design,Arts Talent Scholarship
3595,Student_03595,16,Other,Sports,Creativity,Marketing;Python,51,63,85,75,81,72,63,91.7,Visual,70.0,Introvert,Higher studies,High,Data Analyst,Biology 101,National Merit Scholarship
3596,Student_03596,14,Other,Design,Communication,Physics;Biology;Statistics,61,78,93,80,90,90,95,90.0,Reading/Writing,83.86,Extrovert,Develop new skills,High,Software Engineer,Business Management,Need-based Aid
3597,Student_03597,16,Female,Technology,Analysis,Public Speaking;Physics,55,100,72,88,75,47,87,78.0,Reading/Writing,74.86,Ambivert,Higher studies,Medium,Designer,Data Science Intro,Arts Talent Scholarship
3598,Student_03598,21,Other,Maths,Logical Thinking,Python,94,98,82,99,47,90,67,66.0,Reading/Writing,82.43,Extrovert,Start a business,Medium,Designer,Python Basics,Need-based Aid
3599,Student_03599,22,Other,Maths,Logical Thinking,Machine Learning;UI Design,44,64,58,79,47,85,79,60.8,Visual,65.14,Ambivert,Start a business,Medium,Entrepreneur,Python Basics,Need-based Aid
3600,Student_03600,18,Other,Arts,Creativity,Python;Java;Machine Learning,44,94,91,100,79,40,47,79.2,Kinesthetic,70.71,Ambivert,Start a business,Low,Entrepreneur,Data Science Intro,Arts Talent Scholarship
3601,Student_03601,20,Female,Maths,Leadership,Python,64,85,98,81,91,58,92,99.9,Auditory,81.29,Ambivert,Get a good job,High,Civil Engineer,Graphic Design,STEM Scholarship
3602,Student_03602,19,Other,Sports,Creativity,Marketing;Biology;Physics,82,78,99,97,86,92,63,96.6,Visual,85.29,Introvert,Higher studies,Low,Data Analyst,Math Foundations,Need-based Aid
3603,Student_03603,19,Female,Sports,Creativity,Drawing,57,66,76,54,62,62,47,76.7,Reading/Writing,60.57,Ambivert,Higher studies,High,Civil Engineer,Machine Learning Basics,Need-based Aid
3604,Student_03604,21,Male,Science,Communication,Excel,71,94,47,72,72,75,83,70.9,Reading/Writing,73.43,Introvert,Develop new skills,High,Mechanical Engineer,Graphic Design,Need-based Aid
3605,Student_03605,18,Female,Business,Logical Thinking,Excel,94,50,73,56,41,95,53,97.8,Reading/Writing,66.0,Extrovert,Develop new skills,Medium,Entrepreneur,Math Foundations,Arts Talent Scholarship
3606,Student_03606,18,Male,Medicine,Analysis,Excel;UI Design;Marketing,49,61,53,50,72,52,65,83.3,Visual,57.43,Ambivert,Get a good job,Low,Data Analyst,Math Foundations,Need-based Aid
3607,Student_03607,16,Male,Sports,Leadership,UI Design;Biology;Python,98,50,42,84,41,91,62,98.7,Kinesthetic,66.86,Extrovert,Higher studies,High,Designer,Business Management,Need-based Aid
3608,Student_03608,15,Female,Science,Problem Solving,Java;Statistics;Excel,46,96,94,55,100,92,89,89.1,Reading/Writing,81.71,Ambivert,Start a business,Low,Mechanical Engineer,Business Management,Arts Talent Scholarship
3609,Student_03609,22,Male,Business,Logical Thinking,SQL,92,59,42,58,81,71,98,79.5,Kinesthetic,71.57,Introvert,Higher studies,Low,Research Scientist,Machine Learning Basics,Arts Talent Scholarship
3610,Student_03610,21,Female,Maths,Analysis,Drawing,50,73,60,62,66,94,99,96.5,Auditory,72.0,Extrovert,Develop new skills,High,Software Engineer,Machine Learning Basics,STEM Scholarship
3611,Student_03611,17,Female,Arts,Logical Thinking,Public Speaking,80,76,82,48,96,46,47,94.1,Auditory,67.86,Ambivert,Get a good job,Low,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
3612,Student_03612,15,Male,Arts,Analysis,Excel,41,62,97,81,73,45,56,78.4,Reading/Writing,65.0,Ambivert,Get a good job,High,Entrepreneur,Biology 101,STEM Scholarship
3613,Student_03613,17,Male,Science,Leadership,Public Speaking;Excel,87,98,85,68,65,100,72,81.1,Kinesthetic,82.14,Introvert,Start a business,High,Mechanical Engineer,Machine Learning Basics,Arts Talent Scholarship
3614,Student_03614,19,Other,Arts,Leadership,Marketing;Java,93,53,95,94,70,53,55,68.8,Visual,73.29,Introvert,Higher studies,High,Software Engineer,Graphic Design,Need-based Aid
3615,Student_03615,15,Female,Medicine,Creativity,Marketing,81,51,63,55,87,81,93,61.9,Visual,73.0,Introvert,Get a good job,High,Teacher,Python Basics,National Merit Scholarship
3616,Student_03616,15,Male,Arts,Leadership,Drawing;Python,71,82,86,72,46,74,71,89.4,Kinesthetic,71.71,Introvert,Start a business,Medium,Entrepreneur,Biology 101,Need-based Aid
3617,Student_03617,17,Female,Science,Analysis,Machine Learning,56,89,84,55,80,82,70,67.8,Reading/Writing,73.71,Ambivert,Start a business,Low,Teacher,Data Science Intro,Arts Talent Scholarship
3618,Student_03618,17,Female,Business,Logical Thinking,Java;Drawing,48,49,83,74,96,85,59,78.3,Reading/Writing,70.57,Extrovert,Get a good job,Low,Civil Engineer,Graphic Design,National Merit Scholarship
3619,Student_03619,15,Other,Arts,Analysis,Excel,54,63,75,46,63,46,59,63.9,Kinesthetic,58.0,Ambivert,Start a business,Low,Software Engineer,Graphic Design,Need-based Aid
3620,Student_03620,19,Female,Science,Leadership,Java;Excel,63,57,82,57,78,94,60,96.2,Reading/Writing,70.14,Extrovert,Start a business,Medium,Mechanical Engineer,Machine Learning Basics,National Merit Scholarship
3621,Student_03621,16,Male,Technology,Problem Solving,Statistics,88,84,60,48,51,79,41,95.3,Visual,64.43,Ambivert,Get a good job,Medium,Software Engineer,Biology 101,Need-based Aid
3622,Student_03622,16,Other,Technology,Creativity,Statistics,49,87,46,69,48,89,51,61.7,Kinesthetic,62.71,Introvert,Start a business,Low,Doctor,Python Basics,STEM Scholarship
3623,Student_03623,18,Male,Business,Analysis,UI Design;SQL,70,53,58,47,82,85,55,98.4,Auditory,64.29,Introvert,Get a good job,High,Civil Engineer,Data Science Intro,Arts Talent Scholarship
3624,Student_03624,21,Male,Sports,Analysis,Statistics;SQL;Public Speaking,69,56,76,71,72,98,94,83.7,Auditory,76.57,Ambivert,Start a business,Low,Entrepreneur,Business Management,Arts Talent Scholarship
3625,Student_03625,17,Female,Business,Logical Thinking,Excel;UI Design;Physics,47,60,57,46,58,55,66,97.2,Kinesthetic,55.57,Introvert,Develop new skills,Low,Teacher,Data Science Intro,National Merit Scholarship
3626,Student_03626,22,Other,Technology,Leadership,UI Design;Python,67,94,56,81,47,99,100,71.9,Auditory,77.71,Extrovert,Get a good job,High,Mechanical Engineer,Business Management,STEM Scholarship
3627,Student_03627,17,Female,Business,Logical Thinking,Excel;Machine Learning,43,46,60,62,41,73,74,60.0,Reading/Writing,57.0,Introvert,Start a business,High,Teacher,Graphic Design,Arts Talent Scholarship
3628,Student_03628,19,Male,Business,Logical Thinking,Machine Learning;Drawing;Excel,64,62,55,70,42,94,95,96.8,Reading/Writing,68.86,Extrovert,Get a good job,High,Research Scientist,Graphic Design,Need-based Aid
3629,Student_03629,22,Male,Business,Problem Solving,Statistics;SQL,55,57,59,41,51,69,63,74.5,Reading/Writing,56.43,Ambivert,Get a good job,Low,Teacher,Data Science Intro,Arts Talent Scholarship
3630,Student_03630,14,Male,Sports,Analysis,Biology;Java;SQL,54,59,42,49,96,46,47,61.2,Kinesthetic,56.14,Extrovert,Get a good job,High,Teacher,Biology 101,National Merit Scholarship
3631,Student_03631,20,Female,Sports,Communication,Excel;Biology;Python,79,67,66,95,67,98,99,67.9,Visual,81.57,Extrovert,Develop new skills,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
3632,Student_03632,21,Female,Sports,Logical Thinking,Python;Marketing;Physics,61,80,58,52,66,51,91,68.9,Visual,65.57,Ambivert,Higher studies,Low,Doctor,Math Foundations,National Merit Scholarship
3633,Student_03633,14,Other,Maths,Problem Solving,Python;Biology;SQL,71,70,52,99,86,98,75,61.0,Visual,78.71,Extrovert,Develop new skills,High,Research Scientist,Python Basics,Need-based Aid
3634,Student_03634,22,Female,Science,Logical Thinking,Java;UI Design,72,82,72,59,99,52,92,67.8,Visual,75.43,Extrovert,Start a business,Low,Research Scientist,Data Science Intro,STEM Scholarship
3635,Student_03635,22,Male,Arts,Analysis,Marketing,78,87,42,46,94,98,57,62.2,Kinesthetic,71.71,Introvert,Higher studies,Medium,Mechanical Engineer,Business Management,Arts Talent Scholarship
3636,Student_03636,21,Other,Sports,Leadership,Biology;Excel,60,92,53,94,71,51,63,88.9,Visual,69.14,Introvert,Start a business,Low,Entrepreneur,Business Management,Arts Talent Scholarship
3637,Student_03637,20,Male,Science,Problem Solving,Drawing,93,54,42,50,40,47,98,88.8,Auditory,60.57,Extrovert,Develop new skills,Low,Data Analyst,Biology 101,STEM Scholarship
3638,Student_03638,22,Female,Business,Logical Thinking,Physics;UI Design,43,62,46,80,74,45,92,88.2,Reading/Writing,63.14,Ambivert,Develop new skills,Low,Teacher,Data Science Intro,Need-based Aid
3639,Student_03639,20,Male,Technology,Communication,Java,71,70,88,85,40,92,56,85.2,Visual,71.71,Introvert,Get a good job,High,Software Engineer,Python Basics,STEM Scholarship
3640,Student_03640,20,Female,Maths,Creativity,Machine Learning;Excel,70,56,94,73,77,62,100,76.2,Auditory,76.0,Extrovert,Higher studies,Medium,Entrepreneur,Math Foundations,STEM Scholarship
3641,Student_03641,15,Female,Design,Leadership,Python,63,89,54,68,51,62,66,73.8,Auditory,64.71,Introvert,Develop new skills,Low,Teacher,Data Science Intro,Arts Talent Scholarship
3642,Student_03642,22,Other,Maths,Leadership,Python,88,93,92,88,41,99,41,66.7,Auditory,77.43,Introvert,Get a good job,Low,Civil Engineer,Biology 101,Need-based Aid
3643,Student_03643,14,Female,Medicine,Creativity,Machine Learning;Excel,63,88,70,74,70,58,59,64.4,Auditory,68.86,Ambivert,Start a business,High,Teacher,Data Science Intro,National Merit Scholarship
3644,Student_03644,21,Other,Arts,Analysis,Machine Learning;Drawing,44,85,79,56,43,82,87,95.5,Reading/Writing,68.0,Ambivert,Get a good job,Low,Mechanical Engineer,Biology 101,National Merit Scholarship
3645,Student_03645,20,Male,Medicine,Leadership,Excel;Machine Learning,94,72,80,87,97,76,78,85.7,Auditory,83.43,Extrovert,Higher studies,High,Research Scientist,Math Foundations,STEM Scholarship
3646,Student_03646,21,Other,Technology,Problem Solving,Physics;Machine Learning,98,90,62,40,77,69,55,94.9,Auditory,70.14,Introvert,Get a good job,High,Research Scientist,Biology 101,National Merit Scholarship
3647,Student_03647,17,Other,Arts,Logical Thinking,Drawing;Excel,74,63,87,49,71,43,58,84.6,Auditory,63.57,Extrovert,Start a business,Medium,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
3648,Student_03648,20,Female,Design,Communication,Java;Physics;Excel,47,55,46,45,40,44,100,91.1,Auditory,53.86,Introvert,Get a good job,High,Research Scientist,Python Basics,Arts Talent Scholarship
3649,Student_03649,19,Other,Maths,Creativity,Java,91,86,75,73,66,64,42,80.3,Auditory,71.0,Introvert,Higher studies,Low,Entrepreneur,Python Basics,National Merit Scholarship
3650,Student_03650,17,Other,Business,Logical Thinking,Drawing,60,86,56,76,83,90,58,74.5,Visual,72.71,Introvert,Get a good job,Medium,Mechanical Engineer,Business Management,National Merit Scholarship
3651,Student_03651,14,Male,Sports,Creativity,Public Speaking;Python,94,70,52,43,72,46,58,63.1,Auditory,62.14,Introvert,Develop new skills,Medium,Civil Engineer,Graphic Design,Arts Talent Scholarship
3652,Student_03652,18,Female,Maths,Analysis,Machine Learning,52,40,44,66,61,84,56,93.6,Reading/Writing,57.57,Extrovert,Start a business,Medium,Research Scientist,Python Basics,Arts Talent Scholarship
3653,Student_03653,15,Female,Medicine,Communication,Machine Learning;UI Design,99,45,90,68,49,90,75,75.5,Auditory,73.71,Introvert,Higher studies,Medium,Software Engineer,Python Basics,Need-based Aid
3654,Student_03654,15,Female,Design,Creativity,Machine Learning,48,78,90,84,91,58,61,68.0,Visual,72.86,Ambivert,Develop new skills,High,Entrepreneur,Python Basics,Need-based Aid
3655,Student_03655,18,Female,Maths,Leadership,Python;Physics;Marketing,94,40,41,73,60,86,54,80.7,Visual,64.0,Ambivert,Start a business,Low,Software Engineer,Machine Learning Basics,Need-based Aid
3656,Student_03656,20,Other,Maths,Logical Thinking,Excel;Python;UI Design,69,77,74,90,77,67,61,89.5,Visual,73.57,Introvert,Get a good job,Low,Research Scientist,Biology 101,National Merit Scholarship
3657,Student_03657,22,Female,Maths,Communication,Marketing;Excel,99,83,47,67,94,71,44,76.9,Kinesthetic,72.14,Extrovert,Develop new skills,Low,Research Scientist,Biology 101,Need-based Aid
3658,Student_03658,21,Other,Business,Problem Solving,Java;SQL;Drawing,41,52,75,99,93,63,49,86.2,Kinesthetic,67.43,Extrovert,Start a business,Low,Data Analyst,Machine Learning Basics,Arts Talent Scholarship
3659,Student_03659,18,Other,Maths,Logical Thinking,Python;Java,72,90,77,75,61,45,46,81.7,Visual,66.57,Introvert,Develop new skills,High,Civil Engineer,Machine Learning Basics,Need-based Aid
3660,Student_03660,17,Female,Science,Leadership,Statistics;Marketing,79,97,65,95,66,68,63,78.3,Visual,76.14,Ambivert,Develop new skills,High,Entrepreneur,Graphic Design,National Merit Scholarship
3661,Student_03661,16,Male,Maths,Creativity,Marketing;Drawing;Java,75,52,79,81,89,82,64,83.5,Kinesthetic,74.57,Extrovert,Get a good job,Low,Entrepreneur,Biology 101,National Merit Scholarship
3662,Student_03662,14,Male,Medicine,Leadership,Physics;Statistics,80,49,50,86,57,96,80,97.7,Auditory,71.14,Introvert,Develop new skills,High,Designer,Python Basics,STEM Scholarship
3663,Student_03663,22,Male,Technology,Logical Thinking,Java;Python,57,40,76,65,95,84,96,67.4,Reading/Writing,73.29,Introvert,Higher studies,Low,Entrepreneur,Machine Learning Basics,Arts Talent Scholarship
3664,Student_03664,17,Female,Medicine,Creativity,Python,86,76,75,94,63,52,51,88.6,Auditory,71.0,Extrovert,Higher studies,Low,Mechanical Engineer,Biology 101,Need-based Aid
3665,Student_03665,19,Female,Science,Communication,Public Speaking;Biology;Python,55,69,60,82,55,70,89,70.2,Visual,68.57,Ambivert,Higher studies,Low,Mechanical Engineer,Business Management,STEM Scholarship
3666,Student_03666,18,Other,Maths,Analysis,Marketing,100,77,84,66,71,49,77,71.9,Reading/Writing,74.86,Ambivert,Get a good job,High,Data Analyst,Biology 101,STEM Scholarship
3667,Student_03667,21,Other,Science,Problem Solving,Public Speaking;Drawing,40,50,84,86,73,99,74,82.3,Auditory,72.29,Introvert,Develop new skills,High,Civil Engineer,Python Basics,Need-based Aid
3668,Student_03668,21,Male,Maths,Communication,Drawing;Marketing;UI Design,57,58,55,45,42,99,48,84.8,Auditory,57.71,Introvert,Get a good job,Low,Designer,Biology 101,Need-based Aid
3669,Student_03669,18,Male,Science,Leadership,UI Design,61,92,89,82,86,56,49,79.9,Auditory,73.57,Introvert,Get a good job,High,Software Engineer,Data Science Intro,Arts Talent Scholarship
3670,Student_03670,17,Male,Design,Problem Solving,SQL;UI Design,81,53,96,42,99,61,87,99.6,Kinesthetic,74.14,Introvert,Higher studies,Medium,Entrepreneur,Math Foundations,Need-based Aid
3671,Student_03671,22,Female,Maths,Leadership,Marketing;SQL,75,83,84,90,59,66,81,77.6,Auditory,76.86,Introvert,Higher studies,Low,Research Scientist,Biology 101,Arts Talent Scholarship
3672,Student_03672,16,Female,Science,Communication,Marketing;Public Speaking,45,99,84,93,87,84,90,79.4,Auditory,83.14,Extrovert,Start a business,High,Research Scientist,Machine Learning Basics,Arts Talent Scholarship
3673,Student_03673,14,Female,Medicine,Problem Solving,Marketing,62,41,45,44,67,82,42,92.4,Auditory,54.71,Ambivert,Start a business,High,Data Analyst,Machine Learning Basics,National Merit Scholarship
3674,Student_03674,15,Other,Medicine,Problem Solving,Java;Drawing,87,46,41,77,100,92,65,84.4,Auditory,72.57,Extrovert,Higher studies,Low,Mechanical Engineer,Business Management,Arts Talent Scholarship
3675,Student_03675,21,Male,Science,Creativity,Java,52,44,90,59,44,91,42,96.7,Auditory,60.29,Extrovert,Start a business,Low,Doctor,Business Management,Arts Talent Scholarship
3676,Student_03676,18,Male,Business,Analysis,UI Design;Java;Marketing,49,100,76,91,65,87,47,88.3,Reading/Writing,73.57,Introvert,Start a business,Medium,Doctor,Machine Learning Basics,Need-based Aid
3677,Student_03677,17,Male,Design,Problem Solving,Python;Marketing,57,64,49,41,53,68,58,97.2,Kinesthetic,55.71,Extrovert,Get a good job,High,Data Analyst,Math Foundations,Need-based Aid
3678,Student_03678,21,Male,Technology,Logical Thinking,Machine Learning,44,56,49,100,45,46,57,61.0,Visual,56.71,Introvert,Develop new skills,High,Mechanical Engineer,Machine Learning Basics,Arts Talent Scholarship
3679,Student_03679,16,Other,Science,Analysis,Biology,73,91,54,94,76,58,51,78.5,Auditory,71.0,Ambivert,Start a business,Low,Teacher,Biology 101,National Merit Scholarship
3680,Student_03680,20,Other,Technology,Logical Thinking,Excel;Drawing;Machine Learning,93,48,60,84,68,91,92,90.4,Reading/Writing,76.57,Ambivert,Start a business,Low,Software Engineer,Graphic Design,Arts Talent Scholarship
3681,Student_03681,16,Female,Maths,Communication,Machine Learning,57,90,93,97,85,85,84,74.5,Kinesthetic,84.43,Extrovert,Develop new skills,Low,Civil Engineer,Python Basics,National Merit Scholarship
3682,Student_03682,15,Male,Science,Analysis,Biology,62,99,100,71,62,80,77,84.5,Reading/Writing,78.71,Ambivert,Start a business,High,Civil Engineer,Graphic Design,Need-based Aid
3683,Student_03683,21,Female,Medicine,Communication,Machine Learning;Java,71,64,65,99,68,91,56,98.6,Visual,73.43,Introvert,Start a business,High,Research Scientist,Python Basics,Need-based Aid
3684,Student_03684,18,Male,Sports,Creativity,Drawing;UI Design,47,67,84,56,87,62,52,88.1,Kinesthetic,65.0,Ambivert,Start a business,High,Doctor,Python Basics,Arts Talent Scholarship
3685,Student_03685,20,Male,Science,Problem Solving,Excel;SQL,52,60,100,79,42,93,43,73.4,Visual,67.0,Ambivert,Higher studies,Medium,Entrepreneur,Python Basics,Arts Talent Scholarship
3686,Student_03686,20,Other,Science,Communication,Machine Learning;Statistics;SQL,98,54,70,66,62,53,79,78.3,Visual,68.86,Introvert,Start a business,Medium,Research Scientist,Data Science Intro,Arts Talent Scholarship
3687,Student_03687,15,Male,Science,Analysis,Python;Excel,61,43,82,99,53,60,57,96.1,Kinesthetic,65.0,Introvert,Higher studies,Medium,Teacher,Python Basics,STEM Scholarship
3688,Student_03688,18,Male,Arts,Logical Thinking,Machine Learning,83,75,61,77,60,40,100,67.6,Visual,70.86,Introvert,Get a good job,Medium,Entrepreneur,Business Management,Arts Talent Scholarship
3689,Student_03689,19,Other,Arts,Communication,Excel,84,68,47,67,65,61,60,96.4,Auditory,64.57,Extrovert,Get a good job,Low,Research Scientist,Python Basics,National Merit Scholarship
3690,Student_03690,21,Male,Sports,Creativity,Python;Machine Learning;Biology,49,84,62,52,74,52,65,62.8,Kinesthetic,62.57,Extrovert,Get a good job,Medium,Doctor,Machine Learning Basics,National Merit Scholarship
3691,Student_03691,20,Female,Maths,Communication,Statistics;UI Design;Machine Learning,95,100,95,58,97,66,75,79.9,Auditory,83.71,Extrovert,Get a good job,Low,Civil Engineer,Data Science Intro,Need-based Aid
3692,Student_03692,14,Male,Maths,Communication,SQL,93,88,96,56,62,42,95,68.2,Kinesthetic,76.0,Ambivert,Develop new skills,Medium,Designer,Python Basics,STEM Scholarship
3693,Student_03693,15,Male,Maths,Creativity,UI Design,97,94,51,59,52,56,85,86.7,Reading/Writing,70.57,Ambivert,Develop new skills,Low,Data Analyst,Data Science Intro,Need-based Aid
3694,Student_03694,16,Male,Business,Creativity,Marketing;UI Design;Python,88,64,40,44,93,100,58,76.8,Visual,69.57,Ambivert,Higher studies,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
3695,Student_03695,22,Female,Technology,Analysis,Biology;Excel,52,67,98,43,41,70,58,80.6,Auditory,61.29,Ambivert,Higher studies,Medium,Designer,Data Science Intro,STEM Scholarship
3696,Student_03696,20,Other,Technology,Problem Solving,Physics;Statistics,72,41,83,40,68,82,62,75.5,Auditory,64.0,Extrovert,Start a business,Medium,Research Scientist,Math Foundations,STEM Scholarship
3697,Student_03697,22,Female,Medicine,Problem Solving,Biology,97,83,61,89,73,71,79,60.1,Kinesthetic,79.0,Introvert,Develop new skills,Low,Software Engineer,Math Foundations,National Merit Scholarship
3698,Student_03698,21,Male,Technology,Logical Thinking,SQL;Physics;Java,90,55,64,67,65,68,52,63.9,Auditory,65.86,Ambivert,Develop new skills,High,Doctor,Math Foundations,Need-based Aid
3699,Student_03699,17,Male,Design,Communication,Public Speaking;Python,47,82,45,51,45,58,52,93.9,Kinesthetic,54.29,Ambivert,Higher studies,High,Designer,Business Management,Arts Talent Scholarship
3700,Student_03700,16,Female,Arts,Leadership,Drawing;SQL;Machine Learning,47,89,62,96,66,63,87,85.0,Reading/Writing,72.86,Introvert,Start a business,Low,Doctor,Business Management,Need-based Aid
3701,Student_03701,18,Female,Design,Analysis,Java,57,74,45,53,55,61,71,80.9,Auditory,59.43,Ambivert,Higher studies,Medium,Teacher,Data Science Intro,STEM Scholarship
3702,Student_03702,19,Male,Medicine,Leadership,Marketing;Biology;Excel,55,77,91,54,82,93,92,97.5,Reading/Writing,77.71,Introvert,Develop new skills,High,Doctor,Machine Learning Basics,Need-based Aid
3703,Student_03703,17,Other,Arts,Creativity,Statistics;Excel;Drawing,77,58,70,99,84,87,72,87.5,Reading/Writing,78.14,Extrovert,Start a business,Medium,Entrepreneur,Biology 101,National Merit Scholarship
3704,Student_03704,17,Other,Maths,Logical Thinking,SQL;Java;UI Design,97,92,64,63,77,51,70,83.9,Kinesthetic,73.43,Ambivert,Get a good job,High,Doctor,Business Management,Need-based Aid
3705,Student_03705,18,Female,Technology,Leadership,Public Speaking,71,47,76,86,86,62,78,63.2,Visual,72.29,Ambivert,Start a business,Low,Designer,Biology 101,Arts Talent Scholarship
3706,Student_03706,18,Other,Design,Analysis,Excel,46,47,74,72,58,95,59,61.7,Visual,64.43,Extrovert,Develop new skills,High,Software Engineer,Business Management,STEM Scholarship
3707,Student_03707,17,Male,Medicine,Problem Solving,Machine Learning;Drawing,62,72,94,74,48,83,82,80.6,Kinesthetic,73.57,Ambivert,Higher studies,Medium,Data Analyst,Math Foundations,National Merit Scholarship
3708,Student_03708,18,Female,Business,Leadership,Drawing,99,74,95,99,78,76,63,64.6,Visual,83.43,Ambivert,Develop new skills,Medium,Teacher,Machine Learning Basics,Need-based Aid
3709,Student_03709,19,Female,Sports,Analysis,Statistics;SQL,53,90,89,70,41,59,69,61.7,Auditory,67.29,Introvert,Develop new skills,Low,Doctor,Graphic Design,National Merit Scholarship
3710,Student_03710,20,Other,Arts,Problem Solving,Drawing;Python;Biology,94,63,72,47,89,55,89,97.1,Reading/Writing,72.71,Ambivert,Start a business,Low,Mechanical Engineer,Math Foundations,STEM Scholarship
3711,Student_03711,18,Female,Arts,Communication,Physics,63,72,76,69,51,54,92,90.6,Visual,68.14,Ambivert,Start a business,Medium,Doctor,Machine Learning Basics,STEM Scholarship
3712,Student_03712,16,Other,Design,Analysis,Drawing,63,80,77,90,75,58,62,82.4,Kinesthetic,72.14,Extrovert,Start a business,Low,Doctor,Machine Learning Basics,National Merit Scholarship
3713,Student_03713,19,Female,Design,Creativity,Statistics;Drawing;Excel,72,82,84,96,83,76,65,77.9,Auditory,79.71,Ambivert,Start a business,High,Designer,Biology 101,National Merit Scholarship
3714,Student_03714,20,Other,Sports,Creativity,Python,40,80,44,68,45,78,95,89.4,Kinesthetic,64.29,Extrovert,Develop new skills,Low,Doctor,Business Management,Arts Talent Scholarship
